id,currencyType,USDprice,BTCprice,moment_tstamp
1000,USD,2177.44,0.00046,2017-05-28+19:31:11
1001,USD,2175.62,0.00046,2017-05-28+19:32:11
1002,USD,2175.02,0.00046,2017-05-28+19:33:11
1003,USD,2175.53,0.00046,2017-05-28+19:34:11
1004,USD,2174.65,0.00046,2017-05-28+19:35:11
1005,USD,2170.15,0.00046,2017-05-28+19:36:12
1006,USD,2167.40,0.00046,2017-05-28+19:37:11
1007,USD,2165.64,0.00046,2017-05-28+19:38:11
1008,USD,2164.52,0.00046,2017-05-28+19:39:11
1009,USD,2164.25,0.00046,2017-05-28+19:40:11
1010,USD,2164.04,0.00046,2017-05-28+19:41:11
1011,USD,2163.41,0.00046,2017-05-28+19:42:11
1012,USD,2164.75,0.00046,2017-05-28+19:43:11
1013,USD,2160.89,0.00046,2017-05-28+19:44:11
1014,USD,2161.45,0.00046,2017-05-28+19:45:11
1015,USD,2161.31,0.00046,2017-05-28+19:46:11
1016,USD,2160.71,0.00046,2017-05-28+19:47:11
1017,USD,2163.14,0.00046,2017-05-28+19:48:11
1018,USD,2164.25,0.00046,2017-05-28+19:49:11
1019,USD,2163.40,0.00046,2017-05-28+19:50:11
1020,USD,2162.35,0.00046,2017-05-28+19:51:11
1021,USD,2158.44,0.00046,2017-05-28+19:52:11
1022,USD,2151.01,0.00046,2017-05-28+19:53:11
1023,USD,2150.24,0.00047,2017-05-28+19:54:11
1024,USD,2147.03,0.00047,2017-05-28+19:55:11
1025,USD,2145.59,0.00047,2017-05-28+19:56:12
1026,USD,2147.07,0.00047,2017-05-28+19:57:12
1027,USD,2143.90,0.00047,2017-05-28+19:58:11
1028,USD,2141.03,0.00047,2017-05-28+19:59:11
1029,USD,2141.59,0.00047,2017-05-28+20:00:12
1030,USD,2145.30,0.00047,2017-05-28+20:01:12
1031,USD,2142.62,0.00047,2017-05-28+20:02:12
1032,USD,2145.90,0.00047,2017-05-28+20:03:11
1033,USD,2140.93,0.00047,2017-05-28+20:04:12
1034,USD,2139.37,0.00047,2017-05-28+20:05:11
1035,USD,2136.11,0.00047,2017-05-28+20:06:12
1036,USD,2135.12,0.00047,2017-05-28+20:07:12
1037,USD,2125.22,0.00047,2017-05-28+20:08:11
1038,USD,2122.79,0.00047,2017-05-28+20:09:12
1039,USD,2120.05,0.00047,2017-05-28+20:10:12
1040,USD,2126.15,0.00047,2017-05-28+20:11:12
1041,USD,2128.44,0.00047,2017-05-28+20:12:11
1042,USD,2134.04,0.00047,2017-05-28+20:13:11
1043,USD,2136.18,0.00047,2017-05-28+20:14:11
1044,USD,2134.22,0.00047,2017-05-28+20:15:11
1045,USD,2134.34,0.00047,2017-05-28+20:16:12
1046,USD,2133.82,0.00047,2017-05-28+20:17:12
1047,USD,2136.40,0.00047,2017-05-28+20:18:12
1048,USD,2139.72,0.00047,2017-05-28+20:19:12
1049,USD,2140.70,0.00047,2017-05-28+20:20:12
1050,USD,2144.19,0.00047,2017-05-28+20:21:12
1051,USD,2144.68,0.00047,2017-05-28+20:22:12
1052,USD,2146.70,0.00047,2017-05-28+20:23:12
1053,USD,2147.27,0.00047,2017-05-28+20:24:12
1054,USD,2146.98,0.00047,2017-05-28+20:25:12
1055,USD,2145.78,0.00047,2017-05-28+20:26:12
1056,USD,2147.21,0.00047,2017-05-28+20:27:12
1057,USD,2144.06,0.00047,2017-05-28+20:28:12
1058,USD,2135.51,0.00047,2017-05-28+20:29:12
1059,USD,2132.03,0.00047,2017-05-28+20:30:12
1060,USD,2134.22,0.00047,2017-05-28+20:31:12
1061,USD,2133.45,0.00047,2017-05-28+20:32:12
1062,USD,2132.49,0.00047,2017-05-28+20:33:12
1063,USD,2131.50,0.00047,2017-05-28+20:34:12
1064,USD,2133.12,0.00047,2017-05-28+20:35:12
1065,USD,2132.68,0.00047,2017-05-28+20:36:12
1066,USD,2131.87,0.00047,2017-05-28+20:37:12
1067,USD,2134.93,0.00047,2017-05-28+20:38:12
1068,USD,2140.85,0.00047,2017-05-28+20:39:12
1069,USD,2144.18,0.00047,2017-05-28+20:40:12
1070,USD,2147.45,0.00047,2017-05-28+20:41:12
1071,USD,2145.08,0.00047,2017-05-28+20:42:12
1072,USD,2148.30,0.00047,2017-05-28+20:43:12
1073,USD,2146.07,0.00047,2017-05-28+20:44:12
1074,USD,2145.79,0.00047,2017-05-28+20:45:12
1075,USD,2146.05,0.00047,2017-05-28+20:46:12
1076,USD,2149.61,0.00047,2017-05-28+20:47:12
1077,USD,2156.32,0.00046,2017-05-28+20:48:12
1078,USD,2160.64,0.00046,2017-05-28+20:49:12
1079,USD,2165.96,0.00046,2017-05-28+20:50:12
1080,USD,2165.37,0.00046,2017-05-28+20:51:12
1081,USD,2166.67,0.00046,2017-05-28+20:52:12
1082,USD,2169.55,0.00046,2017-05-28+20:53:12
1083,USD,2170.75,0.00046,2017-05-28+20:54:12
1084,USD,2172.42,0.00046,2017-05-28+20:55:12
1085,USD,2171.90,0.00046,2017-05-28+20:56:12
1086,USD,2176.51,0.00046,2017-05-28+20:57:12
1087,USD,2176.75,0.00046,2017-05-28+20:58:12
1088,USD,2178.14,0.00046,2017-05-28+20:59:12
1089,USD,2175.31,0.00046,2017-05-28+21:00:12
1090,USD,2173.38,0.00046,2017-05-28+21:01:12
1091,USD,2163.07,0.00046,2017-05-28+21:02:12
1092,USD,2163.13,0.00046,2017-05-28+21:03:12
1093,USD,2163.06,0.00046,2017-05-28+21:04:12
1094,USD,2162.46,0.00046,2017-05-28+21:05:12
1095,USD,2160.09,0.00046,2017-05-28+21:06:12
1096,USD,2160.26,0.00046,2017-05-28+21:07:12
1097,USD,2158.86,0.00046,2017-05-28+21:08:12
1098,USD,2159.42,0.00046,2017-05-28+21:09:12
1099,USD,2160.20,0.00046,2017-05-28+21:10:12
1100,USD,2163.49,0.00046,2017-05-28+21:11:12
1101,USD,2166.67,0.00046,2017-05-28+21:12:12
1102,USD,2166.66,0.00046,2017-05-28+21:13:12
1103,USD,2169.10,0.00046,2017-05-28+21:14:12
1104,USD,2174.15,0.00046,2017-05-28+21:15:12
1105,USD,2169.35,0.00046,2017-05-28+21:16:13
1106,USD,2168.78,0.00046,2017-05-28+21:17:12
1107,USD,2165.57,0.00046,2017-05-28+21:18:12
1108,USD,2163.37,0.00046,2017-05-28+21:19:12
1109,USD,2164.29,0.00046,2017-05-28+21:20:12
1110,USD,2163.11,0.00046,2017-05-28+21:21:12
1111,USD,2158.61,0.00046,2017-05-28+21:22:12
1112,USD,2160.77,0.00046,2017-05-28+21:23:12
1113,USD,2156.30,0.00046,2017-05-28+21:24:12
1114,USD,2152.57,0.00046,2017-05-28+21:25:12
1115,USD,2150.14,0.00047,2017-05-28+21:26:12
1116,USD,2148.74,0.00047,2017-05-28+21:27:12
1117,USD,2145.92,0.00047,2017-05-28+21:28:12
1118,USD,2145.76,0.00047,2017-05-28+21:29:12
1119,USD,2143.81,0.00047,2017-05-28+21:30:12
1120,USD,2140.14,0.00047,2017-05-28+21:31:12
1121,USD,2140.84,0.00047,2017-05-28+21:32:12
1122,USD,2142.55,0.00047,2017-05-28+21:33:12
1123,USD,2144.18,0.00047,2017-05-28+21:34:12
1124,USD,2151.34,0.00046,2017-05-28+21:35:12
1125,USD,2155.52,0.00046,2017-05-28+21:36:12
1126,USD,2156.80,0.00046,2017-05-28+21:37:12
1127,USD,2159.30,0.00046,2017-05-28+21:38:12
1128,USD,2158.82,0.00046,2017-05-28+21:39:12
1129,USD,2158.22,0.00046,2017-05-28+21:40:12
1130,USD,2158.07,0.00046,2017-05-28+21:41:13
1131,USD,2157.86,0.00046,2017-05-28+21:42:12
1132,USD,2158.42,0.00046,2017-05-28+21:43:13
1133,USD,2158.64,0.00046,2017-05-28+21:44:12
1134,USD,2157.67,0.00046,2017-05-28+21:45:12
1135,USD,2157.51,0.00046,2017-05-28+21:46:13
1136,USD,2156.06,0.00046,2017-05-28+21:47:12
1137,USD,2155.41,0.00046,2017-05-28+21:48:13
1138,USD,2155.22,0.00046,2017-05-28+21:49:13
1139,USD,2156.29,0.00046,2017-05-28+21:50:13
1140,USD,2155.31,0.00046,2017-05-28+21:51:12
1141,USD,2155.49,0.00046,2017-05-28+21:52:13
1142,USD,2154.09,0.00046,2017-05-28+21:53:12
1143,USD,2154.90,0.00046,2017-05-28+21:54:12
1144,USD,2154.69,0.00046,2017-05-28+21:55:12
1145,USD,2153.68,0.00046,2017-05-28+21:56:13
1146,USD,2154.99,0.00046,2017-05-28+21:57:12
1147,USD,2154.84,0.00046,2017-05-28+21:58:12
1148,USD,2155.36,0.00046,2017-05-28+21:59:13
1149,USD,2154.88,0.00046,2017-05-28+22:00:13
1150,USD,2153.43,0.00046,2017-05-28+22:01:13
1151,USD,2152.38,0.00046,2017-05-28+22:02:13
1152,USD,2150.06,0.00047,2017-05-28+22:03:12
1153,USD,2151.24,0.00046,2017-05-28+22:04:13
1154,USD,2150.95,0.00046,2017-05-28+22:05:13
1155,USD,2153.00,0.00046,2017-05-28+22:06:13
1156,USD,2153.50,0.00046,2017-05-28+22:07:13
1157,USD,2151.50,0.00047,2017-05-28+22:08:13
1158,USD,2150.91,0.00046,2017-05-28+22:09:12
1159,USD,2154.13,0.00046,2017-05-28+22:10:13
1160,USD,2150.04,0.00046,2017-05-28+22:11:13
1161,USD,2151.71,0.00046,2017-05-28+22:12:13
1162,USD,2151.22,0.00046,2017-05-28+22:13:13
1163,USD,2147.99,0.00047,2017-05-28+22:14:14
1164,USD,2149.94,0.00047,2017-05-28+22:15:13
1165,USD,2149.73,0.00047,2017-05-28+22:16:13
1166,USD,2149.11,0.00047,2017-05-28+22:17:13
1167,USD,2149.46,0.00047,2017-05-28+22:18:13
1168,USD,2149.99,0.00047,2017-05-28+22:19:13
1169,USD,2150.62,0.00046,2017-05-28+22:20:13
1170,USD,2151.80,0.00046,2017-05-28+22:21:13
1171,USD,2152.08,0.00046,2017-05-28+22:22:13
1172,USD,2153.51,0.00046,2017-05-28+22:23:13
1173,USD,2153.02,0.00046,2017-05-28+22:24:13
1174,USD,2153.38,0.00046,2017-05-28+22:25:13
1175,USD,2153.43,0.00046,2017-05-28+22:26:13
1176,USD,2154.72,0.00046,2017-05-28+22:27:13
1177,USD,2157.56,0.00046,2017-05-28+22:28:13
1178,USD,2157.68,0.00046,2017-05-28+22:29:13
1179,USD,2158.00,0.00046,2017-05-28+22:30:13
1180,USD,2158.77,0.00046,2017-05-28+22:31:13
1181,USD,2157.91,0.00046,2017-05-28+22:32:13
1182,USD,2157.17,0.00046,2017-05-28+22:33:13
1183,USD,2158.00,0.00046,2017-05-28+22:34:13
1184,USD,2158.40,0.00046,2017-05-28+22:35:13
1185,USD,2159.36,0.00046,2017-05-28+22:36:13
1186,USD,2158.23,0.00046,2017-05-28+22:37:13
1187,USD,2157.93,0.00046,2017-05-28+22:38:13
1188,USD,2157.09,0.00046,2017-05-28+22:39:13
1189,USD,2152.38,0.00046,2017-05-28+22:40:13
1190,USD,2150.40,0.00046,2017-05-28+22:41:13
1191,USD,2147.66,0.00047,2017-05-28+22:42:13
1192,USD,2153.64,0.00046,2017-05-28+22:43:13
1193,USD,2157.14,0.00046,2017-05-28+22:44:13
1194,USD,2161.70,0.00046,2017-05-28+22:45:13
1195,USD,2168.05,0.00046,2017-05-28+22:46:13
1196,USD,2174.43,0.00046,2017-05-28+22:47:13
1197,USD,2176.41,0.00046,2017-05-28+22:48:13
1198,USD,2176.40,0.00046,2017-05-28+22:49:13
1199,USD,2175.15,0.00046,2017-05-28+22:50:13
1200,USD,2174.58,0.00046,2017-05-28+22:51:13
1201,USD,2172.90,0.00046,2017-05-28+22:52:13
1202,USD,2172.37,0.00046,2017-05-28+22:53:13
1203,USD,2172.64,0.00046,2017-05-28+22:54:13
1204,USD,2177.25,0.00046,2017-05-28+22:55:13
1205,USD,2180.42,0.00046,2017-05-28+22:56:13
1206,USD,2183.28,0.00046,2017-05-28+22:57:13
1207,USD,2182.98,0.00046,2017-05-28+22:58:13
1208,USD,2184.75,0.00046,2017-05-28+22:59:13
1209,USD,2183.83,0.00046,2017-05-28+23:00:13
1210,USD,2185.23,0.00046,2017-05-28+23:01:13
1211,USD,2183.66,0.00046,2017-05-28+23:02:13
1212,USD,2183.76,0.00046,2017-05-28+23:03:13
1213,USD,2179.84,0.00046,2017-05-28+23:04:13
1214,USD,2180.47,0.00046,2017-05-28+23:05:13
1215,USD,2178.58,0.00046,2017-05-28+23:06:13
1216,USD,2179.94,0.00046,2017-05-28+23:07:13
1217,USD,2180.21,0.00046,2017-05-28+23:08:13
1218,USD,2180.29,0.00046,2017-05-28+23:09:13
1219,USD,2177.72,0.00046,2017-05-28+23:10:14
1220,USD,2179.06,0.00046,2017-05-28+23:11:13
1221,USD,2175.71,0.00046,2017-05-28+23:12:13
1222,USD,2174.33,0.00046,2017-05-28+23:13:13
1223,USD,2173.38,0.00046,2017-05-28+23:14:13
1224,USD,2173.50,0.00046,2017-05-28+23:15:13
1225,USD,2173.69,0.00046,2017-05-28+23:16:13
1226,USD,2174.32,0.00046,2017-05-28+23:17:13
1227,USD,2174.33,0.00046,2017-05-28+23:18:13
1228,USD,2174.02,0.00046,2017-05-28+23:19:13
1229,USD,2176.57,0.00046,2017-05-28+23:20:13
1230,USD,2177.19,0.00046,2017-05-28+23:21:13
1231,USD,2180.82,0.00046,2017-05-28+23:22:13
1232,USD,2185.69,0.00046,2017-05-28+23:23:13
1233,USD,2185.86,0.00046,2017-05-28+23:24:13
1234,USD,2186.84,0.00046,2017-05-28+23:25:13
1235,USD,2187.42,0.00046,2017-05-28+23:26:13
1236,USD,2186.99,0.00046,2017-05-28+23:27:14
1237,USD,2186.40,0.00046,2017-05-28+23:28:13
1238,USD,2187.60,0.00046,2017-05-28+23:29:13
1239,USD,2187.50,0.00046,2017-05-28+23:30:13
1240,USD,2184.69,0.00046,2017-05-28+23:31:13
1241,USD,2184.67,0.00046,2017-05-28+23:32:13
1242,USD,2184.01,0.00046,2017-05-28+23:33:13
1243,USD,2184.13,0.00046,2017-05-28+23:34:13
1244,USD,2183.29,0.00046,2017-05-28+23:35:14
1245,USD,2184.28,0.00046,2017-05-28+23:36:13
1246,USD,2184.67,0.00046,2017-05-28+23:37:13
1247,USD,2185.89,0.00046,2017-05-28+23:38:14
1248,USD,2186.60,0.00046,2017-05-28+23:39:14
1249,USD,2186.51,0.00046,2017-05-28+23:40:14
1250,USD,2187.11,0.00046,2017-05-28+23:41:14
1251,USD,2186.35,0.00046,2017-05-28+23:42:14
1252,USD,2186.69,0.00046,2017-05-28+23:43:13
1253,USD,2188.09,0.00046,2017-05-28+23:44:13
1254,USD,2187.08,0.00046,2017-05-28+23:45:13
1255,USD,2187.29,0.00046,2017-05-28+23:46:13
1256,USD,2188.68,0.00046,2017-05-28+23:47:13
1257,USD,2188.46,0.00046,2017-05-28+23:48:13
1258,USD,2187.77,0.00046,2017-05-28+23:49:13
1259,USD,2187.42,0.00046,2017-05-28+23:50:13
1260,USD,2187.21,0.00046,2017-05-28+23:51:14
1261,USD,2188.58,0.00046,2017-05-28+23:52:14
1262,USD,2190.13,0.00046,2017-05-28+23:53:16
1263,USD,2188.71,0.00046,2017-05-28+23:54:14
1264,USD,2190.81,0.00046,2017-05-28+23:55:14
1265,USD,2191.96,0.00046,2017-05-28+23:56:13
1266,USD,2192.15,0.00046,2017-05-28+23:57:14
1267,USD,2196.91,0.00046,2017-05-28+23:58:14
1268,USD,2197.66,0.00046,2017-05-28+23:59:14
1269,USD,2202.77,0.00045,2017-05-29+00:00:14
1270,USD,2202.59,0.00045,2017-05-29+00:01:14
1271,USD,2205.27,0.00045,2017-05-29+00:02:14
1272,USD,2207.86,0.00045,2017-05-29+00:03:14
1273,USD,2207.91,0.00045,2017-05-29+00:04:14
1274,USD,2206.67,0.00045,2017-05-29+00:05:14
1275,USD,2210.29,0.00045,2017-05-29+00:06:14
1276,USD,2211.16,0.00045,2017-05-29+00:07:14
1277,USD,2213.01,0.00045,2017-05-29+00:08:14
1278,USD,2213.78,0.00045,2017-05-29+00:09:14
1279,USD,2213.34,0.00045,2017-05-29+00:10:14
1280,USD,2211.66,0.00045,2017-05-29+00:11:14
1281,USD,2213.15,0.00045,2017-05-29+00:12:14
1282,USD,2212.74,0.00045,2017-05-29+00:13:14
1283,USD,2214.51,0.00045,2017-05-29+00:14:14
1284,USD,2213.83,0.00045,2017-05-29+00:15:14
1285,USD,2216.77,0.00045,2017-05-29+00:16:14
1286,USD,2217.47,0.00045,2017-05-29+00:17:14
1287,USD,2216.78,0.00045,2017-05-29+00:18:14
1288,USD,2217.36,0.00045,2017-05-29+00:19:14
1289,USD,2219.41,0.00045,2017-05-29+00:20:15
1290,USD,2218.98,0.00045,2017-05-29+00:21:14
1291,USD,2219.16,0.00045,2017-05-29+00:22:14
1292,USD,2217.15,0.00045,2017-05-29+00:23:14
1293,USD,2213.71,0.00045,2017-05-29+00:24:14
1294,USD,2214.66,0.00045,2017-05-29+00:25:14
1295,USD,2211.56,0.00045,2017-05-29+00:26:14
1296,USD,2209.38,0.00045,2017-05-29+00:27:14
1297,USD,2208.73,0.00045,2017-05-29+00:28:14
1298,USD,2210.49,0.00045,2017-05-29+00:29:14
1299,USD,2210.22,0.00045,2017-05-29+00:30:14
1300,USD,2211.55,0.00045,2017-05-29+00:31:14
1301,USD,2210.71,0.00045,2017-05-29+00:32:14
1302,USD,2210.85,0.00045,2017-05-29+00:33:14
1303,USD,2210.49,0.00045,2017-05-29+00:34:14
1304,USD,2211.71,0.00045,2017-05-29+00:35:14
1305,USD,2210.99,0.00045,2017-05-29+00:36:14
1306,USD,2211.27,0.00045,2017-05-29+00:37:14
1307,USD,2211.51,0.00045,2017-05-29+00:38:14
1308,USD,2211.05,0.00045,2017-05-29+00:39:14
1309,USD,2211.01,0.00045,2017-05-29+00:40:14
1310,USD,2209.81,0.00045,2017-05-29+00:41:14
1311,USD,2207.91,0.00045,2017-05-29+00:42:14
1312,USD,2206.70,0.00045,2017-05-29+00:43:14
1313,USD,2208.01,0.00045,2017-05-29+00:44:14
1314,USD,2208.20,0.00045,2017-05-29+00:45:14
1315,USD,2208.48,0.00045,2017-05-29+00:46:14
1316,USD,2208.26,0.00045,2017-05-29+00:47:14
1317,USD,2205.85,0.00045,2017-05-29+00:48:14
1318,USD,2203.73,0.00045,2017-05-29+00:49:14
1319,USD,2204.62,0.00045,2017-05-29+00:50:14
1320,USD,2207.99,0.00045,2017-05-29+00:51:14
1321,USD,2208.43,0.00045,2017-05-29+00:52:14
1322,USD,2207.75,0.00045,2017-05-29+00:53:14
1323,USD,2207.49,0.00045,2017-05-29+00:54:14
1324,USD,2206.70,0.00045,2017-05-29+00:55:14
1325,USD,2204.96,0.00045,2017-05-29+00:56:14
1326,USD,2203.00,0.00045,2017-05-29+00:57:14
1327,USD,2199.41,0.00045,2017-05-29+00:58:14
1328,USD,2195.34,0.00046,2017-05-29+00:59:14
1329,USD,2194.81,0.00046,2017-05-29+01:00:14
1330,USD,2195.49,0.00046,2017-05-29+01:01:14
1331,USD,2198.41,0.00045,2017-05-29+01:02:14
1332,USD,2199.82,0.00045,2017-05-29+01:03:14
1333,USD,2200.85,0.00045,2017-05-29+01:04:14
1334,USD,2202.96,0.00045,2017-05-29+01:05:14
1335,USD,2201.69,0.00045,2017-05-29+01:06:14
1336,USD,2203.49,0.00045,2017-05-29+01:07:14
1337,USD,2204.67,0.00045,2017-05-29+01:08:14
1338,USD,2204.24,0.00045,2017-05-29+01:09:14
1339,USD,2202.29,0.00045,2017-05-29+01:10:14
1340,USD,2202.74,0.00045,2017-05-29+01:11:14
1341,USD,2202.04,0.00045,2017-05-29+01:12:14
1342,USD,2201.32,0.00045,2017-05-29+01:13:14
1343,USD,2202.48,0.00045,2017-05-29+01:14:14
1344,USD,2204.60,0.00045,2017-05-29+01:15:14
1345,USD,2205.58,0.00045,2017-05-29+01:16:14
1346,USD,2205.01,0.00045,2017-05-29+01:17:14
1347,USD,2204.24,0.00045,2017-05-29+01:18:14
1348,USD,2203.62,0.00045,2017-05-29+01:19:14
1349,USD,2203.40,0.00045,2017-05-29+01:20:14
1350,USD,2205.77,0.00045,2017-05-29+01:21:14
1351,USD,2206.84,0.00045,2017-05-29+01:22:14
1352,USD,2204.85,0.00045,2017-05-29+01:23:14
1353,USD,2207.46,0.00045,2017-05-29+01:24:14
1354,USD,2209.33,0.00045,2017-05-29+01:25:14
1355,USD,2207.26,0.00045,2017-05-29+01:26:14
1356,USD,2208.44,0.00045,2017-05-29+01:27:14
1357,USD,2207.62,0.00045,2017-05-29+01:28:14
1358,USD,2208.05,0.00045,2017-05-29+01:29:14
1359,USD,2207.15,0.00045,2017-05-29+01:30:14
1360,USD,2205.38,0.00045,2017-05-29+01:31:14
1361,USD,2203.19,0.00045,2017-05-29+01:32:14
1362,USD,2202.07,0.00045,2017-05-29+01:33:14
1363,USD,2201.95,0.00045,2017-05-29+01:34:14
1364,USD,2201.70,0.00045,2017-05-29+01:35:14
1365,USD,2203.05,0.00045,2017-05-29+01:36:14
1366,USD,2201.88,0.00045,2017-05-29+01:37:15
1367,USD,2203.08,0.00045,2017-05-29+01:38:15
1368,USD,2203.01,0.00045,2017-05-29+01:39:15
1369,USD,2201.87,0.00045,2017-05-29+01:40:15
1370,USD,2201.95,0.00045,2017-05-29+01:41:14
1371,USD,2201.58,0.00045,2017-05-29+01:42:15
1372,USD,2200.72,0.00045,2017-05-29+01:43:15
1373,USD,2199.80,0.00045,2017-05-29+01:44:15
1374,USD,2198.41,0.00045,2017-05-29+01:45:15
1375,USD,2197.54,0.00045,2017-05-29+01:46:14
1376,USD,2197.81,0.00046,2017-05-29+01:47:15
1377,USD,2199.86,0.00045,2017-05-29+01:48:14
1378,USD,2201.03,0.00045,2017-05-29+01:49:15
1379,USD,2201.93,0.00045,2017-05-29+01:50:15
1380,USD,2203.13,0.00045,2017-05-29+01:51:15
1381,USD,2203.49,0.00045,2017-05-29+01:52:15
1382,USD,2201.52,0.00045,2017-05-29+01:53:15
1383,USD,2201.52,0.00045,2017-05-29+01:54:15
1384,USD,2201.15,0.00045,2017-05-29+01:55:15
1385,USD,2203.12,0.00045,2017-05-29+01:56:15
1386,USD,2203.40,0.00045,2017-05-29+01:57:15
1387,USD,2202.41,0.00045,2017-05-29+01:58:15
1388,USD,2204.53,0.00045,2017-05-29+01:59:15
1389,USD,2204.49,0.00045,2017-05-29+02:00:15
1390,USD,2203.75,0.00045,2017-05-29+02:01:15
1391,USD,2201.57,0.00045,2017-05-29+02:02:15
1392,USD,2201.43,0.00045,2017-05-29+02:03:15
1393,USD,2201.40,0.00045,2017-05-29+02:04:15
1394,USD,2203.01,0.00045,2017-05-29+02:05:15
1395,USD,2202.77,0.00045,2017-05-29+02:06:15
1396,USD,2203.58,0.00045,2017-05-29+02:07:15
1397,USD,2204.27,0.00045,2017-05-29+02:08:15
1398,USD,2204.82,0.00045,2017-05-29+02:09:15
1399,USD,2205.12,0.00045,2017-05-29+02:10:15
1400,USD,2204.19,0.00045,2017-05-29+02:11:15
1401,USD,2204.30,0.00045,2017-05-29+02:12:15
1402,USD,2205.52,0.00045,2017-05-29+02:13:15
1403,USD,2205.69,0.00045,2017-05-29+02:14:15
1404,USD,2208.19,0.00045,2017-05-29+02:15:15
1405,USD,2211.46,0.00045,2017-05-29+02:16:15
1406,USD,2213.58,0.00045,2017-05-29+02:17:15
1407,USD,2216.85,0.00045,2017-05-29+02:18:15
1408,USD,2215.78,0.00045,2017-05-29+02:19:15
1409,USD,2218.28,0.00045,2017-05-29+02:20:15
1410,USD,2219.82,0.00045,2017-05-29+02:21:15
1411,USD,2221.03,0.00045,2017-05-29+02:22:15
1412,USD,2221.08,0.00045,2017-05-29+02:23:15
1413,USD,2223.02,0.00045,2017-05-29+02:24:15
1414,USD,2227.22,0.00045,2017-05-29+02:25:15
1415,USD,2228.45,0.00045,2017-05-29+02:26:15
1416,USD,2229.32,0.00045,2017-05-29+02:27:15
1417,USD,2228.89,0.00045,2017-05-29+02:28:15
1418,USD,2229.84,0.00045,2017-05-29+02:29:15
1419,USD,2228.48,0.00045,2017-05-29+02:30:15
1420,USD,2225.49,0.00045,2017-05-29+02:31:15
1421,USD,2226.73,0.00045,2017-05-29+02:32:15
1422,USD,2225.84,0.00045,2017-05-29+02:33:15
1423,USD,2227.39,0.00045,2017-05-29+02:34:15
1424,USD,2224.62,0.00045,2017-05-29+02:35:15
1425,USD,2226.05,0.00045,2017-05-29+02:36:15
1426,USD,2227.58,0.00045,2017-05-29+02:37:15
1427,USD,2227.69,0.00045,2017-05-29+02:38:15
1428,USD,2229.34,0.00045,2017-05-29+02:39:15
1429,USD,2226.59,0.00045,2017-05-29+02:40:15
1430,USD,2227.14,0.00045,2017-05-29+02:41:15
1431,USD,2229.56,0.00045,2017-05-29+02:42:15
1432,USD,2228.93,0.00045,2017-05-29+02:43:15
1433,USD,2231.23,0.00045,2017-05-29+02:44:15
1434,USD,2229.69,0.00045,2017-05-29+02:45:15
1435,USD,2226.41,0.00045,2017-05-29+02:46:15
1436,USD,2224.11,0.00045,2017-05-29+02:47:15
1437,USD,2225.13,0.00045,2017-05-29+02:48:15
1438,USD,2225.43,0.00045,2017-05-29+02:49:15
1439,USD,2225.44,0.00045,2017-05-29+02:50:15
1440,USD,2226.43,0.00045,2017-05-29+02:51:15
1441,USD,2225.95,0.00045,2017-05-29+02:52:15
1442,USD,2222.80,0.00045,2017-05-29+02:53:15
1443,USD,2221.49,0.00045,2017-05-29+02:54:15
1444,USD,2221.99,0.00045,2017-05-29+02:55:15
1445,USD,2222.41,0.00045,2017-05-29+02:56:15
1446,USD,2223.62,0.00045,2017-05-29+02:57:15
1447,USD,2224.19,0.00045,2017-05-29+02:58:15
1448,USD,2223.92,0.00045,2017-05-29+02:59:15
1449,USD,2223.33,0.00045,2017-05-29+03:00:15
1450,USD,2222.30,0.00045,2017-05-29+03:01:15
1451,USD,2222.67,0.00045,2017-05-29+03:02:15
1452,USD,2224.33,0.00045,2017-05-29+03:03:15
1453,USD,2224.07,0.00045,2017-05-29+03:04:15
1454,USD,2225.24,0.00045,2017-05-29+03:05:15
1455,USD,2223.79,0.00045,2017-05-29+03:06:15
1456,USD,2227.96,0.00045,2017-05-29+03:07:15
1457,USD,2230.97,0.00045,2017-05-29+03:08:15
1458,USD,2232.49,0.00045,2017-05-29+03:09:15
1459,USD,2234.28,0.00045,2017-05-29+03:10:15
1460,USD,2236.28,0.00045,2017-05-29+03:11:15
1461,USD,2236.66,0.00045,2017-05-29+03:12:15
1462,USD,2239.08,0.00045,2017-05-29+03:13:16
1463,USD,2239.24,0.00045,2017-05-29+03:14:15
1464,USD,2239.84,0.00045,2017-05-29+03:15:15
1465,USD,2239.13,0.00045,2017-05-29+03:16:15
1466,USD,2238.68,0.00045,2017-05-29+03:17:16
1467,USD,2238.96,0.00045,2017-05-29+03:18:16
1468,USD,2238.09,0.00045,2017-05-29+03:19:16
1469,USD,2240.11,0.00045,2017-05-29+03:20:16
1470,USD,2240.80,0.00045,2017-05-29+03:21:16
1471,USD,2242.06,0.00045,2017-05-29+03:22:16
1472,USD,2241.36,0.00045,2017-05-29+03:23:15
1473,USD,2240.85,0.00045,2017-05-29+03:24:16
1474,USD,2240.71,0.00045,2017-05-29+03:25:15
1475,USD,2241.84,0.00045,2017-05-29+03:26:15
1476,USD,2244.36,0.00045,2017-05-29+03:27:16
1477,USD,2249.89,0.00044,2017-05-29+03:28:16
1478,USD,2252.34,0.00044,2017-05-29+03:29:16
1479,USD,2253.63,0.00044,2017-05-29+03:30:15
1480,USD,2254.22,0.00044,2017-05-29+03:31:16
