id,currencyType,USDprice,BTCprice,moment_tstamp
496,USD,2153.80,0.00046,2017-05-28+11:09:29
497,USD,2150.71,0.00046,2017-05-28+11:10:29
498,USD,2152.38,0.00046,2017-05-28+11:11:29
499,USD,2152.17,0.00046,2017-05-28+11:12:29
500,USD,2153.91,0.00046,2017-05-28+11:13:29
501,USD,2149.90,0.00047,2017-05-28+11:14:29
502,USD,2151.23,0.00046,2017-05-28+11:15:29
503,USD,2150.78,0.00046,2017-05-28+11:16:29
504,USD,2153.41,0.00046,2017-05-28+11:17:29
505,USD,2154.69,0.00046,2017-05-28+11:18:29
506,USD,2158.68,0.00046,2017-05-28+11:19:29
507,USD,2158.63,0.00046,2017-05-28+11:20:29
508,USD,2158.67,0.00046,2017-05-28+11:21:29
509,USD,2158.64,0.00046,2017-05-28+11:22:29
510,USD,2162.90,0.00046,2017-05-28+11:23:29
511,USD,2163.99,0.00046,2017-05-28+11:24:29
512,USD,2166.97,0.00046,2017-05-28+11:25:29
513,USD,2167.30,0.00046,2017-05-28+11:26:29
514,USD,2170.20,0.00046,2017-05-28+11:27:29
515,USD,2171.88,0.00046,2017-05-28+11:28:29
516,USD,2172.45,0.00046,2017-05-28+11:29:29
517,USD,2172.63,0.00046,2017-05-28+11:30:29
518,USD,2175.99,0.00046,2017-05-28+11:31:29
519,USD,2180.18,0.00046,2017-05-28+11:32:29
520,USD,2178.21,0.00046,2017-05-28+11:33:29
521,USD,2177.80,0.00046,2017-05-28+11:34:30
522,USD,2175.90,0.00046,2017-05-28+11:35:29
523,USD,2171.76,0.00046,2017-05-28+11:36:30
524,USD,2168.74,0.00046,2017-05-28+11:37:29
525,USD,2165.84,0.00046,2017-05-28+11:38:30
526,USD,2165.28,0.00046,2017-05-28+11:39:30
527,USD,2165.90,0.00046,2017-05-28+11:40:29
528,USD,2171.38,0.00046,2017-05-28+11:41:29
529,USD,2174.34,0.00046,2017-05-28+11:42:29
530,USD,2177.15,0.00046,2017-05-28+11:43:30
531,USD,2177.84,0.00046,2017-05-28+11:44:30
532,USD,2174.85,0.00046,2017-05-28+11:45:30
533,USD,2178.22,0.00046,2017-05-28+11:46:29
534,USD,2173.99,0.00046,2017-05-28+11:47:30
535,USD,2172.76,0.00046,2017-05-28+11:48:30
536,USD,2175.42,0.00046,2017-05-28+11:49:29
537,USD,2173.80,0.00046,2017-05-28+11:50:29
538,USD,2172.24,0.00046,2017-05-28+11:51:29
539,USD,2171.87,0.00046,2017-05-28+11:52:30
540,USD,2170.52,0.00046,2017-05-28+11:53:30
541,USD,2171.84,0.00046,2017-05-28+11:54:29
542,USD,2170.54,0.00046,2017-05-28+11:55:29
543,USD,2170.10,0.00046,2017-05-28+11:56:30
544,USD,2171.84,0.00046,2017-05-28+11:57:30
545,USD,2174.43,0.00046,2017-05-28+11:58:30
546,USD,2176.27,0.00046,2017-05-28+11:59:29
547,USD,2175.73,0.00046,2017-05-28+12:00:29
548,USD,2177.75,0.00046,2017-05-28+12:01:30
549,USD,2177.93,0.00046,2017-05-28+12:02:30
550,USD,2177.86,0.00046,2017-05-28+12:03:30
551,USD,2178.39,0.00046,2017-05-28+12:04:29
552,USD,2179.71,0.00046,2017-05-28+12:05:30
553,USD,2177.96,0.00046,2017-05-28+12:06:30
554,USD,2179.46,0.00046,2017-05-28+12:07:30
555,USD,2179.02,0.00046,2017-05-28+12:08:30
556,USD,2181.43,0.00046,2017-05-28+12:09:30
557,USD,2182.94,0.00046,2017-05-28+12:10:30
558,USD,2183.10,0.00046,2017-05-28+12:11:30
559,USD,2181.85,0.00046,2017-05-28+12:12:30
560,USD,2182.22,0.00046,2017-05-28+12:13:30
561,USD,2178.64,0.00046,2017-05-28+12:14:30
562,USD,2177.33,0.00046,2017-05-28+12:15:30
563,USD,2166.84,0.00046,2017-05-28+12:17:20
564,USD,2166.94,0.00046,2017-05-28+12:18:20
565,USD,2166.10,0.00046,2017-05-28+12:19:20
566,USD,2165.04,0.00046,2017-05-28+12:22:06
567,USD,2168.89,0.00046,2017-05-28+12:23:06
568,USD,2168.11,0.00046,2017-05-28+12:24:06
569,USD,2166.90,0.00046,2017-05-28+12:25:06
570,USD,2165.59,0.00046,2017-05-28+12:26:06
571,USD,2159.21,0.00046,2017-05-28+12:27:06
572,USD,2158.49,0.00046,2017-05-28+12:28:06
573,USD,2155.49,0.00046,2017-05-28+12:29:06
574,USD,2156.52,0.00046,2017-05-28+12:30:06
575,USD,2159.24,0.00046,2017-05-28+12:31:06
576,USD,2159.34,0.00046,2017-05-28+12:32:06
577,USD,2164.06,0.00046,2017-05-28+12:33:06
578,USD,2156.48,0.00046,2017-05-28+12:34:06
579,USD,2162.15,0.00046,2017-05-28+12:35:06
580,USD,2161.63,0.00046,2017-05-28+12:36:06
581,USD,2163.45,0.00046,2017-05-28+12:37:06
582,USD,2161.92,0.00046,2017-05-28+12:38:06
583,USD,2159.24,0.00046,2017-05-28+12:39:07
584,USD,2154.29,0.00046,2017-05-28+12:40:06
585,USD,2155.83,0.00046,2017-05-28+12:41:06
586,USD,2157.29,0.00046,2017-05-28+12:42:07
587,USD,2157.30,0.00046,2017-05-28+12:43:06
588,USD,2160.70,0.00046,2017-05-28+12:44:07
589,USD,2158.96,0.00046,2017-05-28+12:45:07
590,USD,2159.70,0.00046,2017-05-28+12:46:07
591,USD,2161.73,0.00046,2017-05-28+12:47:07
592,USD,2162.24,0.00046,2017-05-28+12:48:06
593,USD,2162.18,0.00046,2017-05-28+12:49:07
594,USD,2160.50,0.00046,2017-05-28+12:50:07
595,USD,2159.19,0.00046,2017-05-28+12:51:06
596,USD,2156.97,0.00046,2017-05-28+12:52:07
597,USD,2148.52,0.00047,2017-05-28+12:53:06
598,USD,2150.35,0.00046,2017-05-28+12:54:06
599,USD,2149.67,0.00047,2017-05-28+12:55:06
600,USD,2152.09,0.00046,2017-05-28+12:56:06
601,USD,2152.19,0.00046,2017-05-28+12:57:07
602,USD,2156.16,0.00046,2017-05-28+12:58:07
603,USD,2154.46,0.00046,2017-05-28+12:59:07
609,USD,2145.92,0.00047,2017-05-28+13:06:43
610,USD,2145.75,0.00047,2017-05-28+13:06:54
611,USD,2145.58,0.00047,2017-05-28+13:07:03
612,USD,2145.57,0.00047,2017-05-28+13:07:13
613,USD,2146.98,0.00047,2017-05-28+13:07:23
614,USD,2146.98,0.00047,2017-05-28+13:07:33
615,USD,2145.53,0.00047,2017-05-28+13:07:43
616,USD,2145.53,0.00047,2017-05-28+13:07:53
617,USD,2145.94,0.00047,2017-05-28+13:08:03
618,USD,2141.17,0.00047,2017-05-28+13:09:08
619,USD,2138.83,0.00047,2017-05-28+13:10:08
620,USD,2137.94,0.00047,2017-05-28+13:11:08
621,USD,2132.48,0.00047,2017-05-28+13:12:08
622,USD,2123.15,0.00047,2017-05-28+13:13:08
623,USD,2115.80,0.00047,2017-05-28+13:14:08
624,USD,2113.20,0.00047,2017-05-28+13:15:08
625,USD,2111.86,0.00047,2017-05-28+13:16:08
626,USD,2113.52,0.00047,2017-05-28+13:17:08
627,USD,2118.40,0.00047,2017-05-28+13:18:08
628,USD,2122.64,0.00047,2017-05-28+13:19:08
629,USD,2121.79,0.00047,2017-05-28+13:20:08
630,USD,2122.11,0.00047,2017-05-28+13:21:08
631,USD,2125.03,0.00047,2017-05-28+13:22:08
632,USD,2126.72,0.00047,2017-05-28+13:23:08
633,USD,2124.68,0.00047,2017-05-28+13:24:08
634,USD,2126.69,0.00047,2017-05-28+13:25:08
635,USD,2127.77,0.00047,2017-05-28+13:26:08
636,USD,2129.18,0.00047,2017-05-28+13:27:08
637,USD,2129.61,0.00047,2017-05-28+13:28:09
638,USD,2126.89,0.00047,2017-05-28+13:29:08
639,USD,2126.20,0.00047,2017-05-28+13:30:08
640,USD,2126.32,0.00047,2017-05-28+13:31:08
641,USD,2125.20,0.00047,2017-05-28+13:32:08
642,USD,2126.88,0.00047,2017-05-28+13:33:08
643,USD,2130.11,0.00047,2017-05-28+13:34:08
644,USD,2129.22,0.00047,2017-05-28+13:35:08
645,USD,2129.90,0.00047,2017-05-28+13:36:08
646,USD,2132.26,0.00047,2017-05-28+13:37:08
647,USD,2130.76,0.00047,2017-05-28+13:38:08
648,USD,2130.31,0.00047,2017-05-28+13:39:08
649,USD,2129.71,0.00047,2017-05-28+13:40:08
650,USD,2129.65,0.00047,2017-05-28+13:41:08
651,USD,2129.20,0.00047,2017-05-28+13:42:08
652,USD,2125.35,0.00047,2017-05-28+13:43:08
653,USD,2124.37,0.00047,2017-05-28+13:44:08
654,USD,2123.98,0.00047,2017-05-28+13:45:08
655,USD,2126.55,0.00047,2017-05-28+13:46:08
656,USD,2127.52,0.00047,2017-05-28+13:47:08
657,USD,2128.06,0.00047,2017-05-28+13:48:08
658,USD,2124.33,0.00047,2017-05-28+13:49:08
659,USD,2125.39,0.00047,2017-05-28+13:50:08
660,USD,2124.92,0.00047,2017-05-28+13:51:08
661,USD,2124.02,0.00047,2017-05-28+13:52:08
662,USD,2119.71,0.00047,2017-05-28+13:53:08
663,USD,2119.06,0.00047,2017-05-28+13:54:08
664,USD,2119.86,0.00047,2017-05-28+13:55:08
665,USD,2117.86,0.00047,2017-05-28+13:56:08
666,USD,2117.06,0.00047,2017-05-28+13:57:08
667,USD,2117.48,0.00047,2017-05-28+13:58:08
668,USD,2115.18,0.00047,2017-05-28+13:59:08
669,USD,2115.10,0.00047,2017-05-28+14:00:08
670,USD,2117.53,0.00047,2017-05-28+14:01:08
671,USD,2121.07,0.00047,2017-05-28+14:02:08
672,USD,2120.82,0.00047,2017-05-28+14:03:08
673,USD,2119.84,0.00047,2017-05-28+14:04:08
674,USD,2123.27,0.00047,2017-05-28+14:05:08
675,USD,2122.35,0.00047,2017-05-28+14:06:08
676,USD,2127.09,0.00047,2017-05-28+14:07:08
677,USD,2130.87,0.00047,2017-05-28+14:08:08
678,USD,2129.49,0.00047,2017-05-28+14:09:08
679,USD,2132.22,0.00047,2017-05-28+14:10:08
680,USD,2137.06,0.00047,2017-05-28+14:11:09
681,USD,2139.42,0.00047,2017-05-28+14:12:08
682,USD,2142.85,0.00047,2017-05-28+14:13:08
683,USD,2147.49,0.00047,2017-05-28+14:14:09
684,USD,2144.92,0.00047,2017-05-28+14:15:09
685,USD,2143.68,0.00047,2017-05-28+14:16:09
686,USD,2142.87,0.00047,2017-05-28+14:17:09
687,USD,2142.37,0.00047,2017-05-28+14:18:08
688,USD,2142.47,0.00047,2017-05-28+14:19:08
689,USD,2141.43,0.00047,2017-05-28+14:20:09
690,USD,2138.22,0.00047,2017-05-28+14:21:09
691,USD,2139.13,0.00047,2017-05-28+14:22:08
692,USD,2140.27,0.00047,2017-05-28+14:23:08
693,USD,2140.51,0.00047,2017-05-28+14:24:09
694,USD,2142.78,0.00047,2017-05-28+14:25:08
695,USD,2148.30,0.00047,2017-05-28+14:26:08
696,USD,2151.38,0.00046,2017-05-28+14:27:09
697,USD,2153.47,0.00046,2017-05-28+14:28:09
698,USD,2156.66,0.00046,2017-05-28+14:29:08
699,USD,2156.51,0.00046,2017-05-28+14:30:08
700,USD,2159.02,0.00046,2017-05-28+14:31:09
701,USD,2158.62,0.00046,2017-05-28+14:32:09
702,USD,2158.28,0.00046,2017-05-28+14:33:09
703,USD,2158.25,0.00046,2017-05-28+14:34:09
704,USD,2160.79,0.00046,2017-05-28+14:35:09
705,USD,2162.06,0.00046,2017-05-28+14:36:09
706,USD,2161.77,0.00046,2017-05-28+14:37:09
707,USD,2164.88,0.00046,2017-05-28+14:38:09
708,USD,2167.70,0.00046,2017-05-28+14:39:09
709,USD,2167.41,0.00046,2017-05-28+14:40:09
710,USD,2166.62,0.00046,2017-05-28+14:41:09
711,USD,2167.45,0.00046,2017-05-28+14:42:09
712,USD,2165.28,0.00046,2017-05-28+14:43:09
713,USD,2160.92,0.00046,2017-05-28+14:44:09
714,USD,2160.60,0.00046,2017-05-28+14:45:08
715,USD,2161.13,0.00046,2017-05-28+14:46:09
716,USD,2160.24,0.00046,2017-05-28+14:47:09
717,USD,2159.49,0.00046,2017-05-28+14:48:09
718,USD,2160.66,0.00046,2017-05-28+14:49:09
719,USD,2160.19,0.00046,2017-05-28+14:50:09
720,USD,2161.53,0.00046,2017-05-28+14:51:09
721,USD,2161.82,0.00046,2017-05-28+14:52:09
722,USD,2161.86,0.00046,2017-05-28+14:53:09
723,USD,2162.06,0.00046,2017-05-28+14:54:09
724,USD,2161.47,0.00046,2017-05-28+14:55:09
725,USD,2162.73,0.00046,2017-05-28+14:56:09
726,USD,2161.30,0.00046,2017-05-28+14:57:09
727,USD,2164.93,0.00046,2017-05-28+14:58:09
728,USD,2165.76,0.00046,2017-05-28+14:59:09
729,USD,2167.78,0.00046,2017-05-28+15:00:09
730,USD,2170.64,0.00046,2017-05-28+15:01:09
731,USD,2170.48,0.00046,2017-05-28+15:02:09
732,USD,2171.71,0.00046,2017-05-28+15:03:09
733,USD,2170.30,0.00046,2017-05-28+15:04:09
734,USD,2173.39,0.00046,2017-05-28+15:05:09
735,USD,2170.81,0.00046,2017-05-28+15:06:09
736,USD,2174.36,0.00046,2017-05-28+15:07:09
737,USD,2173.68,0.00046,2017-05-28+15:08:09
738,USD,2173.78,0.00046,2017-05-28+15:09:09
739,USD,2172.37,0.00046,2017-05-28+15:10:09
740,USD,2176.50,0.00046,2017-05-28+15:11:09
741,USD,2178.25,0.00046,2017-05-28+15:12:09
742,USD,2178.44,0.00046,2017-05-28+15:13:09
743,USD,2184.19,0.00046,2017-05-28+15:14:09
744,USD,2187.83,0.00046,2017-05-28+15:15:09
745,USD,2199.43,0.00045,2017-05-28+15:16:09
746,USD,2200.27,0.00045,2017-05-28+15:17:09
747,USD,2198.19,0.00045,2017-05-28+15:18:09
748,USD,2196.18,0.00046,2017-05-28+15:19:09
749,USD,2192.82,0.00046,2017-05-28+15:20:09
750,USD,2189.17,0.00046,2017-05-28+15:21:09
751,USD,2193.42,0.00046,2017-05-28+15:22:09
752,USD,2194.02,0.00046,2017-05-28+15:23:09
753,USD,2196.21,0.00046,2017-05-28+15:24:09
754,USD,2196.47,0.00046,2017-05-28+15:25:09
755,USD,2189.39,0.00046,2017-05-28+15:26:09
756,USD,2192.24,0.00046,2017-05-28+15:27:09
757,USD,2189.76,0.00046,2017-05-28+15:28:09
758,USD,2186.74,0.00046,2017-05-28+15:29:09
759,USD,2183.52,0.00046,2017-05-28+15:30:09
760,USD,2181.54,0.00046,2017-05-28+15:31:09
761,USD,2173.45,0.00046,2017-05-28+15:32:09
762,USD,2175.20,0.00046,2017-05-28+15:33:09
763,USD,2173.72,0.00046,2017-05-28+15:34:09
764,USD,2175.49,0.00046,2017-05-28+15:35:09
765,USD,2174.40,0.00046,2017-05-28+15:36:10
766,USD,2174.77,0.00046,2017-05-28+15:37:09
767,USD,2177.94,0.00046,2017-05-28+15:38:09
768,USD,2175.70,0.00046,2017-05-28+15:39:09
769,USD,2177.23,0.00046,2017-05-28+15:40:09
770,USD,2178.63,0.00046,2017-05-28+15:41:09
771,USD,2181.19,0.00046,2017-05-28+15:42:09
772,USD,2181.36,0.00046,2017-05-28+15:43:09
773,USD,2178.88,0.00046,2017-05-28+15:44:09
774,USD,2178.58,0.00046,2017-05-28+15:45:09
775,USD,2178.45,0.00046,2017-05-28+15:46:09
776,USD,2177.59,0.00046,2017-05-28+15:47:09
777,USD,2175.81,0.00046,2017-05-28+15:48:09
778,USD,2175.69,0.00046,2017-05-28+15:49:09
779,USD,2176.29,0.00046,2017-05-28+15:50:09
780,USD,2177.43,0.00046,2017-05-28+15:51:09
781,USD,2181.97,0.00046,2017-05-28+15:52:09
782,USD,2185.01,0.00046,2017-05-28+15:53:09
783,USD,2186.32,0.00046,2017-05-28+15:54:09
784,USD,2185.56,0.00046,2017-05-28+15:55:09
785,USD,2183.32,0.00046,2017-05-28+15:56:09
786,USD,2185.93,0.00046,2017-05-28+15:57:09
787,USD,2184.88,0.00046,2017-05-28+15:58:09
788,USD,2183.26,0.00046,2017-05-28+15:59:09
789,USD,2185.67,0.00046,2017-05-28+16:00:09
790,USD,2186.75,0.00046,2017-05-28+16:01:10
791,USD,2186.26,0.00046,2017-05-28+16:02:11
792,USD,2185.70,0.00046,2017-05-28+16:03:10
793,USD,2187.67,0.00046,2017-05-28+16:04:10
794,USD,2189.51,0.00046,2017-05-28+16:05:09
795,USD,2192.97,0.00046,2017-05-28+16:06:10
796,USD,2196.03,0.00046,2017-05-28+16:07:10
797,USD,2193.22,0.00046,2017-05-28+16:08:09
798,USD,2192.30,0.00046,2017-05-28+16:09:09
799,USD,2193.26,0.00046,2017-05-28+16:10:10
800,USD,2197.52,0.00046,2017-05-28+16:11:09
801,USD,2197.97,0.00046,2017-05-28+16:12:09
802,USD,2200.59,0.00045,2017-05-28+16:13:09
803,USD,2201.55,0.00045,2017-05-28+16:14:10
804,USD,2200.28,0.00045,2017-05-28+16:15:10
805,USD,2202.40,0.00045,2017-05-28+16:16:09
806,USD,2202.13,0.00045,2017-05-28+16:17:10
807,USD,2201.67,0.00045,2017-05-28+16:18:10
808,USD,2203.52,0.00045,2017-05-28+16:19:10
809,USD,2203.09,0.00045,2017-05-28+16:20:10
810,USD,2201.56,0.00045,2017-05-28+16:21:10
811,USD,2206.43,0.00045,2017-05-28+16:22:10
812,USD,2206.66,0.00045,2017-05-28+16:23:10
813,USD,2208.63,0.00045,2017-05-28+16:24:10
814,USD,2209.17,0.00045,2017-05-28+16:25:10
815,USD,2207.28,0.00045,2017-05-28+16:26:10
816,USD,2209.37,0.00045,2017-05-28+16:27:10
817,USD,2208.41,0.00045,2017-05-28+16:28:10
818,USD,2207.06,0.00045,2017-05-28+16:29:10
819,USD,2205.66,0.00045,2017-05-28+16:30:10
820,USD,2202.33,0.00045,2017-05-28+16:31:10
821,USD,2197.59,0.00046,2017-05-28+16:32:10
822,USD,2196.91,0.00046,2017-05-28+16:33:10
823,USD,2197.97,0.00046,2017-05-28+16:34:10
824,USD,2198.17,0.00045,2017-05-28+16:35:10
825,USD,2199.72,0.00045,2017-05-28+16:36:10
826,USD,2196.66,0.00046,2017-05-28+16:37:10
827,USD,2199.90,0.00045,2017-05-28+16:38:10
828,USD,2196.96,0.00046,2017-05-28+16:39:10
829,USD,2199.94,0.00045,2017-05-28+16:40:10
830,USD,2202.27,0.00045,2017-05-28+16:41:10
831,USD,2202.57,0.00045,2017-05-28+16:42:10
832,USD,2203.78,0.00045,2017-05-28+16:43:10
833,USD,2202.74,0.00045,2017-05-28+16:44:10
834,USD,2197.79,0.00046,2017-05-28+16:45:10
835,USD,2194.31,0.00046,2017-05-28+16:46:10
836,USD,2195.44,0.00046,2017-05-28+16:47:10
837,USD,2195.40,0.00046,2017-05-28+16:48:10
838,USD,2195.02,0.00046,2017-05-28+16:49:10
839,USD,2194.20,0.00046,2017-05-28+16:50:10
840,USD,2195.60,0.00046,2017-05-28+16:51:10
841,USD,2192.61,0.00046,2017-05-28+16:52:10
842,USD,2193.79,0.00046,2017-05-28+16:53:10
843,USD,2194.82,0.00046,2017-05-28+16:54:10
844,USD,2192.96,0.00046,2017-05-28+16:55:10
845,USD,2188.34,0.00046,2017-05-28+16:56:10
846,USD,2190.28,0.00046,2017-05-28+16:57:10
847,USD,2188.03,0.00046,2017-05-28+16:58:10
848,USD,2186.19,0.00046,2017-05-28+16:59:10
849,USD,2190.42,0.00046,2017-05-28+17:00:10
850,USD,2191.37,0.00046,2017-05-28+17:01:10
851,USD,2190.94,0.00046,2017-05-28+17:02:10
852,USD,2190.95,0.00046,2017-05-28+17:03:10
853,USD,2191.63,0.00046,2017-05-28+17:04:10
854,USD,2194.16,0.00046,2017-05-28+17:05:10
855,USD,2193.75,0.00046,2017-05-28+17:06:10
856,USD,2194.76,0.00046,2017-05-28+17:07:10
857,USD,2195.29,0.00046,2017-05-28+17:08:10
858,USD,2194.13,0.00046,2017-05-28+17:09:10
859,USD,2193.59,0.00046,2017-05-28+17:10:10
860,USD,2192.95,0.00046,2017-05-28+17:11:10
861,USD,2194.33,0.00046,2017-05-28+17:12:10
862,USD,2195.05,0.00046,2017-05-28+17:13:10
863,USD,2195.35,0.00046,2017-05-28+17:14:10
864,USD,2197.28,0.00046,2017-05-28+17:15:10
865,USD,2196.62,0.00046,2017-05-28+17:16:10
866,USD,2196.11,0.00046,2017-05-28+17:17:10
867,USD,2195.83,0.00046,2017-05-28+17:18:10
868,USD,2195.60,0.00046,2017-05-28+17:19:10
869,USD,2196.56,0.00046,2017-05-28+17:20:10
870,USD,2198.48,0.00045,2017-05-28+17:21:10
871,USD,2199.00,0.00045,2017-05-28+17:22:10
872,USD,2197.56,0.00046,2017-05-28+17:23:10
873,USD,2201.33,0.00045,2017-05-28+17:24:10
874,USD,2201.99,0.00045,2017-05-28+17:25:10
875,USD,2204.08,0.00045,2017-05-28+17:26:10
876,USD,2204.02,0.00045,2017-05-28+17:27:10
877,USD,2202.88,0.00045,2017-05-28+17:28:10
878,USD,2205.15,0.00045,2017-05-28+17:29:10
879,USD,2205.99,0.00045,2017-05-28+17:30:10
880,USD,2206.66,0.00045,2017-05-28+17:31:10
881,USD,2205.56,0.00045,2017-05-28+17:32:10
882,USD,2205.99,0.00045,2017-05-28+17:33:10
883,USD,2203.72,0.00045,2017-05-28+17:34:10
884,USD,2203.67,0.00045,2017-05-28+17:35:10
885,USD,2206.02,0.00045,2017-05-28+17:36:10
886,USD,2203.27,0.00045,2017-05-28+17:37:10
887,USD,2206.00,0.00045,2017-05-28+17:38:10
888,USD,2204.43,0.00045,2017-05-28+17:39:10
889,USD,2203.31,0.00045,2017-05-28+17:40:11
890,USD,2202.24,0.00045,2017-05-28+17:41:10
891,USD,2200.54,0.00045,2017-05-28+17:42:10
892,USD,2200.58,0.00045,2017-05-28+17:43:10
893,USD,2198.92,0.00045,2017-05-28+17:44:10
894,USD,2199.07,0.00045,2017-05-28+17:45:10
895,USD,2201.56,0.00045,2017-05-28+17:46:10
896,USD,2202.30,0.00045,2017-05-28+17:47:10
897,USD,2203.30,0.00045,2017-05-28+17:48:10
898,USD,2200.49,0.00045,2017-05-28+17:49:10
899,USD,2206.07,0.00045,2017-05-28+17:50:10
900,USD,2205.81,0.00045,2017-05-28+17:51:10
901,USD,2201.77,0.00045,2017-05-28+17:52:10
902,USD,2202.04,0.00045,2017-05-28+17:53:10
903,USD,2199.82,0.00045,2017-05-28+17:54:11
904,USD,2197.36,0.00046,2017-05-28+17:55:10
905,USD,2198.31,0.00045,2017-05-28+17:56:10
906,USD,2197.60,0.00046,2017-05-28+17:57:10
907,USD,2200.40,0.00045,2017-05-28+17:58:10
908,USD,2201.68,0.00045,2017-05-28+17:59:11
909,USD,2200.80,0.00045,2017-05-28+18:00:11
910,USD,2201.87,0.00045,2017-05-28+18:01:10
911,USD,2200.20,0.00045,2017-05-28+18:02:11
912,USD,2201.18,0.00045,2017-05-28+18:03:11
913,USD,2201.79,0.00045,2017-05-28+18:04:11
914,USD,2199.96,0.00045,2017-05-28+18:05:10
915,USD,2198.79,0.00045,2017-05-28+18:06:10
916,USD,2201.06,0.00045,2017-05-28+18:07:10
917,USD,2199.19,0.00045,2017-05-28+18:08:11
918,USD,2201.17,0.00045,2017-05-28+18:09:11
919,USD,2201.56,0.00045,2017-05-28+18:10:10
920,USD,2201.76,0.00045,2017-05-28+18:11:11
921,USD,2200.12,0.00045,2017-05-28+18:12:10
922,USD,2200.38,0.00045,2017-05-28+18:13:11
923,USD,2199.99,0.00045,2017-05-28+18:14:11
924,USD,2195.99,0.00046,2017-05-28+18:15:11
925,USD,2196.45,0.00046,2017-05-28+18:16:11
926,USD,2202.14,0.00045,2017-05-28+18:17:11
927,USD,2201.64,0.00045,2017-05-28+18:18:11
928,USD,2205.06,0.00045,2017-05-28+18:19:29
929,USD,2204.54,0.00045,2017-05-28+18:20:11
930,USD,2203.55,0.00045,2017-05-28+18:21:11
931,USD,2203.07,0.00045,2017-05-28+18:22:11
932,USD,2202.32,0.00045,2017-05-28+18:23:11
933,USD,2202.77,0.00045,2017-05-28+18:24:11
934,USD,2201.97,0.00045,2017-05-28+18:25:11
935,USD,2202.19,0.00045,2017-05-28+18:26:11
936,USD,2199.20,0.00045,2017-05-28+18:27:11
937,USD,2201.81,0.00045,2017-05-28+18:28:11
938,USD,2202.42,0.00045,2017-05-28+18:29:11
939,USD,2200.54,0.00045,2017-05-28+18:30:11
940,USD,2202.92,0.00045,2017-05-28+18:31:11
941,USD,2201.65,0.00045,2017-05-28+18:32:11
942,USD,2202.98,0.00045,2017-05-28+18:33:11
943,USD,2203.33,0.00045,2017-05-28+18:34:11
944,USD,2201.71,0.00045,2017-05-28+18:35:11
945,USD,2202.46,0.00045,2017-05-28+18:36:11
946,USD,2202.21,0.00045,2017-05-28+18:37:11
947,USD,2202.54,0.00045,2017-05-28+18:38:11
948,USD,2200.87,0.00045,2017-05-28+18:39:11
949,USD,2203.69,0.00045,2017-05-28+18:40:11
950,USD,2203.49,0.00045,2017-05-28+18:41:11
951,USD,2203.65,0.00045,2017-05-28+18:42:11
952,USD,2202.76,0.00045,2017-05-28+18:43:11
953,USD,2201.17,0.00045,2017-05-28+18:44:11
954,USD,2202.43,0.00045,2017-05-28+18:45:11
955,USD,2203.27,0.00045,2017-05-28+18:46:11
956,USD,2200.88,0.00045,2017-05-28+18:47:11
957,USD,2200.69,0.00045,2017-05-28+18:48:11
958,USD,2199.98,0.00045,2017-05-28+18:49:11
959,USD,2200.61,0.00045,2017-05-28+18:50:11
960,USD,2198.72,0.00045,2017-05-28+18:51:11
961,USD,2199.46,0.00045,2017-05-28+18:52:11
962,USD,2196.69,0.00046,2017-05-28+18:53:11
963,USD,2184.98,0.00046,2017-05-28+18:54:11
964,USD,2180.44,0.00046,2017-05-28+18:55:11
965,USD,2182.28,0.00046,2017-05-28+18:56:11
966,USD,2180.64,0.00046,2017-05-28+18:57:11
967,USD,2182.51,0.00046,2017-05-28+18:58:11
968,USD,2180.03,0.00046,2017-05-28+18:59:11
969,USD,2180.86,0.00046,2017-05-28+19:00:11
970,USD,2180.10,0.00046,2017-05-28+19:01:11
971,USD,2182.42,0.00046,2017-05-28+19:02:11
972,USD,2181.22,0.00046,2017-05-28+19:03:11
973,USD,2183.97,0.00046,2017-05-28+19:04:11
974,USD,2183.86,0.00046,2017-05-28+19:05:11
975,USD,2179.68,0.00046,2017-05-28+19:06:11
976,USD,2179.34,0.00046,2017-05-28+19:07:11
977,USD,2179.28,0.00046,2017-05-28+19:08:11
978,USD,2178.82,0.00046,2017-05-28+19:09:11
979,USD,2179.54,0.00046,2017-05-28+19:10:11
980,USD,2180.53,0.00046,2017-05-28+19:11:11
981,USD,2177.16,0.00046,2017-05-28+19:12:11
982,USD,2178.77,0.00046,2017-05-28+19:13:11
983,USD,2178.98,0.00046,2017-05-28+19:14:11
984,USD,2180.93,0.00046,2017-05-28+19:15:11
985,USD,2179.43,0.00046,2017-05-28+19:16:11
986,USD,2181.13,0.00046,2017-05-28+19:17:11
987,USD,2181.43,0.00046,2017-05-28+19:18:11
988,USD,2182.11,0.00046,2017-05-28+19:19:11
989,USD,2184.30,0.00046,2017-05-28+19:20:11
990,USD,2182.26,0.00046,2017-05-28+19:21:11
991,USD,2183.22,0.00046,2017-05-28+19:22:11
992,USD,2184.25,0.00046,2017-05-28+19:23:11
993,USD,2184.03,0.00046,2017-05-28+19:24:11
994,USD,2185.30,0.00046,2017-05-28+19:25:11
995,USD,2185.65,0.00046,2017-05-28+19:26:11
996,USD,2185.90,0.00046,2017-05-28+19:27:11
997,USD,2185.68,0.00046,2017-05-28+19:28:12
998,USD,2184.50,0.00046,2017-05-28+19:29:12
999,USD,2179.84,0.00046,2017-05-28+19:30:11
